Name,SPDXID,Version,DownloadLocation,License
"node-gyp-build-optional-packages","SPDXRef-Package-node-gyp-build-optional-packages-5.2.2","5.2.2","https://registry.npmjs.org/node-gyp-build-optional-packages/-/node-gyp-build-optional-packages-5.2.2.tgz","MIT"
"on-exit-leak-free","SPDXRef-Package-on-exit-leak-free-2.1.2","2.1.2","https://registry.npmjs.org/on-exit-leak-free/-/on-exit-leak-free-2.1.2.tgz","MIT"
"ordered-binary","SPDXRef-Package-ordered-binary-1.6.1","1.6.1","https://registry.npmjs.org/ordered-binary/-/ordered-binary-1.6.1.tgz","MIT"
"package-json-from-dist","SPDXRef-Package-package-json-from-dist-1.0.1","1.0.1","https://registry.npmjs.org/package-json-from-dist/-/package-json-from-dist-1.0.1.tgz","BlueOak-1.0.0"
"partial-json","SPDXRef-Package-partial-json-0.1.7","0.1.7","https://registry.npmjs.org/partial-json/-/partial-json-0.1.7.tgz","MIT"
"path-expression-matcher","SPDXRef-Package-path-expression-matcher-1.2.0","1.2.0","https://registry.npmjs.org/path-expression-matcher/-/path-expression-matcher-1.2.0.tgz","MIT"
"path-scurry","SPDXRef-Package-path-scurry-1.11.1","1.11.1","https://registry.npmjs.org/path-scurry/-/path-scurry-1.11.1.tgz","BlueOak-1.0.0"
"pend","SPDXRef-Package-pend-1.2.0","1.2.0","https://registry.npmjs.org/pend/-/pend-1.2.0.tgz","MIT"
"pg-int8","SPDXRef-Package-pg-int8-1.0.1","1.0.1","https://registry.npmjs.org/pg-int8/-/pg-int8-1.0.1.tgz","ISC"
"pg-protocol","SPDXRef-Package-pg-protocol-1.13.0","1.13.0","https://registry.npmjs.org/pg-protocol/-/pg-protocol-1.13.0.tgz","MIT"
"pg-types","SPDXRef-Package-pg-types-2.2.0","2.2.0","https://registry.npmjs.org/pg-types/-/pg-types-2.2.0.tgz","MIT"
"pino","SPDXRef-Package-pino-10.3.1","10.3.1","https://registry.npmjs.org/pino/-/pino-10.3.1.tgz","MIT"
"pino-abstract-transport","SPDXRef-Package-pino-abstract-transport-3.0.0","3.0.0","https://registry.npmjs.org/pino-abstract-transport/-/pino-abstract-transport-3.0.0.tgz","MIT"
"pino-pretty","SPDXRef-Package-pino-pretty-13.1.3","13.1.3","https://registry.npmjs.org/pino-pretty/-/pino-pretty-13.1.3.tgz","MIT"
"pino-std-serializers","SPDXRef-Package-pino-std-serializers-7.1.0","7.1.0","https://registry.npmjs.org/pino-std-serializers/-/pino-std-serializers-7.1.0.tgz","MIT"
"postgres-array","SPDXRef-Package-postgres-array-2.0.0","2.0.0","https://registry.npmjs.org/postgres-array/-/postgres-array-2.0.0.tgz","MIT"
"postgres-bytea","SPDXRef-Package-postgres-bytea-1.0.1","1.0.1","https://registry.npmjs.org/postgres-bytea/-/postgres-bytea-1.0.1.tgz","MIT"
"postgres-date","SPDXRef-Package-postgres-date-1.0.7","1.0.7","https://registry.npmjs.org/postgres-date/-/postgres-date-1.0.7.tgz","MIT"
"postgres-interval","SPDXRef-Package-postgres-interval-1.2.0","1.2.0","https://registry.npmjs.org/postgres-interval/-/postgres-interval-1.2.0.tgz","MIT"
"process-nextick-args","SPDXRef-Package-process-nextick-args-2.0.1","2.0.1","https://registry.npmjs.org/process-nextick-args/-/process-nextick-args-2.0.1.tgz","MIT"
"process-warning","SPDXRef-Package-process-warning-5.0.0","5.0.0","https://registry.npmjs.org/process-warning/-/process-warning-5.0.0.tgz","MIT"
"proper-lockfile","SPDXRef-Package-proper-lockfile-4.1.2","4.1.2","https://registry.npmjs.org/proper-lockfile/-/proper-lockfile-4.1.2.tgz","MIT"
"protobufjs","SPDXRef-Package-protobufjs-7.5.4","7.5.4","https://registry.npmjs.org/protobufjs/-/protobufjs-7.5.4.tgz","BSD-3-Clause"
"proxy-from-env","SPDXRef-Package-proxy-from-env-1.1.0","1.1.0","https://registry.npmjs.org/proxy-from-env/-/proxy-from-env-1.1.0.tgz","MIT"
"pyodide","SPDXRef-Package-pyodide-0.28.2","0.28.2","https://registry.npmjs.org/pyodide/-/pyodide-0.28.2.tgz","MPL-2.0"
"quick-format-unescaped","SPDXRef-Package-quick-format-unescaped-4.0.4","4.0.4","https://registry.npmjs.org/quick-format-unescaped/-/quick-format-unescaped-4.0.4.tgz","MIT"
"readable-stream","SPDXRef-Package-readable-stream-2.3.8","2.3.8","https://registry.npmjs.org/readable-stream/-/readable-stream-2.3.8.tgz","MIT"
"readable-stream","SPDXRef-Package-readable-stream-4.7.0","4.7.0","https://registry.npmjs.org/readable-stream/-/readable-stream-4.7.0.tgz","MIT"
"readdir-glob","SPDXRef-Package-readdir-glob-1.1.3","1.1.3","https://registry.npmjs.org/readdir-glob/-/readdir-glob-1.1.3.tgz","Apache-2.0"
"real-require","SPDXRef-Package-real-require-0.2.0","0.2.0","https://registry.npmjs.org/real-require/-/real-require-0.2.0.tgz","MIT"
"require-directory","SPDXRef-Package-require-directory-2.1.1","2.1.1","https://registry.npmjs.org/require-directory/-/require-directory-2.1.1.tgz","MIT"
"require-in-the-middle","SPDXRef-Package-require-in-the-middle-7.5.2","7.5.2","https://registry.npmjs.org/require-in-the-middle/-/require-in-the-middle-7.5.2.tgz","MIT"
"retry","SPDXRef-Package-retry-0.12.0","0.12.0","https://registry.npmjs.org/retry/-/retry-0.12.0.tgz","MIT"
"safe-buffer","SPDXRef-Package-safe-buffer-5.1.2","5.1.2","https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz","MIT"
"safe-buffer","SPDXRef-Package-safe-buffer-5.2.1","5.2.1","https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz","MIT"
"safe-stable-stringify","SPDXRef-Package-safe-stable-stringify-2.5.0","2.5.0","https://registry.npmjs.org/safe-stable-stringify/-/safe-stable-stringify-2.5.0.tgz","MIT"
"secure-json-parse","SPDXRef-Package-secure-json-parse-4.1.0","4.1.0","https://registry.npmjs.org/secure-json-parse/-/secure-json-parse-4.1.0.tgz","BSD-3-Clause"
"signal-exit","SPDXRef-Package-signal-exit-3.0.7","3.0.7","https://registry.npmjs.org/signal-exit/-/signal-exit-3.0.7.tgz","ISC"
"signal-exit","SPDXRef-Package-signal-exit-4.1.0","4.1.0","https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz","ISC"
"sonic-boom","SPDXRef-Package-sonic-boom-4.2.1","4.2.1","https://registry.npmjs.org/sonic-boom/-/sonic-boom-4.2.1.tgz","MIT"
"split2","SPDXRef-Package-split2-4.2.0","4.2.0","https://registry.npmjs.org/split2/-/split2-4.2.0.tgz","ISC"
"streamx","SPDXRef-Package-streamx-2.25.0","2.25.0","https://registry.npmjs.org/streamx/-/streamx-2.25.0.tgz","MIT"
"string_decoder","SPDXRef-Package-string_decoder-1.1.1","1.1.1","https://registry.npmjs.org/string_decoder/-/string_decoder-1.1.1.tgz","MIT"
"string_decoder","SPDXRef-Package-string_decoder-1.3.0","1.3.0","https://registry.npmjs.org/string_decoder/-/string_decoder-1.3.0.tgz","MIT"
"string-width","SPDXRef-Package-string-width-4.2.3","4.2.3","https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz","MIT"
"string-width","SPDXRef-Package-string-width-5.1.2","5.1.2","https://registry.npmjs.org/string-width/-/string-width-5.1.2.tgz","MIT"
"strip-ansi","SPDXRef-Package-strip-ansi-6.0.1","6.0.1","https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz","MIT"
"strip-json-comments","SPDXRef-Package-strip-json-comments-5.0.3","5.0.3","https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-5.0.3.tgz","MIT"
"strnum","SPDXRef-Package-strnum-2.2.2","2.2.2","https://registry.npmjs.org/strnum/-/strnum-2.2.2.tgz","MIT"
"tar-stream","SPDXRef-Package-tar-stream-3.1.8","3.1.8","https://registry.npmjs.org/tar-stream/-/tar-stream-3.1.8.tgz","MIT"
"teex","SPDXRef-Package-teex-1.0.1","1.0.1","https://registry.npmjs.org/teex/-/teex-1.0.1.tgz","MIT"
"text-decoder","SPDXRef-Package-text-decoder-1.2.7","1.2.7","https://registry.npmjs.org/text-decoder/-/text-decoder-1.2.7.tgz","Apache-2.0"
"thread-stream","SPDXRef-Package-thread-stream-4.0.0","4.0.0","https://registry.npmjs.org/thread-stream/-/thread-stream-4.0.0.tgz","MIT"
"tr46","SPDXRef-Package-tr46-0.0.3","0.0.3","https://registry.npmjs.org/tr46/-/tr46-0.0.3.tgz","MIT"
"tree-sitter","SPDXRef-Package-tree-sitter-0.22.4","0.22.4","https://registry.npmjs.org/tree-sitter/-/tree-sitter-0.22.4.tgz","MIT"
"tree-sitter-json","SPDXRef-Package-tree-sitter-json-0.24.8","0.24.8","https://registry.npmjs.org/tree-sitter-json/-/tree-sitter-json-0.24.8.tgz","MIT"
"ts-essentials","SPDXRef-Package-ts-essentials-10.1.1","10.1.1","https://registry.npmjs.org/ts-essentials/-/ts-essentials-10.1.1.tgz","MIT"
"util-deprecate","SPDXRef-Package-util-deprecate-1.0.2","1.0.2","https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz","MIT"
"uuid","SPDXRef-Package-uuid-9.0.1","9.0.1","https://registry.npmjs.org/uuid/-/uuid-9.0.1.tgz","MIT"
"vscode-jsonrpc","SPDXRef-Package-vscode-jsonrpc-8.2.0","8.2.0","https://registry.npmjs.org/vscode-jsonrpc/-/vscode-jsonrpc-8.2.0.tgz","MIT"
"vscode-languageserver","SPDXRef-Package-vscode-languageserver-9.0.1","9.0.1","https://registry.npmjs.org/vscode-languageserver/-/vscode-languageserver-9.0.1.tgz","MIT"
"vscode-languageserver-protocol","SPDXRef-Package-vscode-languageserver-protocol-3.17.5","3.17.5","https://registry.npmjs.org/vscode-languageserver-protocol/-/vscode-languageserver-protocol-3.17.5.tgz","MIT"
"vscode-languageserver-textdocument","SPDXRef-Package-vscode-languageserver-textdocument-1.0.12","1.0.12","https://registry.npmjs.org/vscode-languageserver-textdocument/-/vscode-languageserver-textdocument-1.0.12.tgz","MIT"
"vscode-languageserver-types","SPDXRef-Package-vscode-languageserver-types-3.17.5","3.17.5","https://registry.npmjs.org/vscode-languageserver-types/-/vscode-languageserver-types-3.17.5.tgz","MIT"
"vscode-uri","SPDXRef-Package-vscode-uri-3.1.0","3.1.0","https://registry.npmjs.org/vscode-uri/-/vscode-uri-3.1.0.tgz","MIT"
"weak-lru-cache","SPDXRef-Package-weak-lru-cache-1.2.2","1.2.2","https://registry.npmjs.org/weak-lru-cache/-/weak-lru-cache-1.2.2.tgz","MIT"
"webidl-conversions","SPDXRef-Package-webidl-conversions-3.0.1","3.0.1","https://registry.npmjs.org/webidl-conversions/-/webidl-conversions-3.0.1.tgz","BSD-2-Clause"
"whatwg-url","SPDXRef-Package-whatwg-url-5.0.0","5.0.0","https://registry.npmjs.org/whatwg-url/-/whatwg-url-5.0.0.tgz","MIT"
"wrap-ansi","SPDXRef-Package-wrap-ansi-7.0.0","7.0.0","https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-7.0.0.tgz","MIT"
"wrap-ansi","SPDXRef-Package-wrap-ansi-8.1.0","8.1.0","https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-8.1.0.tgz","MIT"
"xtend","SPDXRef-Package-xtend-4.0.2","4.0.2","https://registry.npmjs.org/xtend/-/xtend-4.0.2.tgz","MIT"
"yargs","SPDXRef-Package-yargs-17.7.2","17.7.2","https://registry.npmjs.org/yargs/-/yargs-17.7.2.tgz","MIT"
"yargs-parser","SPDXRef-Package-yargs-parser-21.1.1","21.1.1","https://registry.npmjs.org/yargs-parser/-/yargs-parser-21.1.1.tgz","ISC"
"yauzl","SPDXRef-Package-yauzl-3.2.1","3.2.1","https://registry.npmjs.org/yauzl/-/yauzl-3.2.1.tgz","MIT"
"zip-stream","SPDXRef-Package-zip-stream-6.0.1","6.0.1","https://registry.npmjs.org/zip-stream/-/zip-stream-6.0.1.tgz","MIT"
"zod","SPDXRef-Package-zod-4.3.6","4.3.6","https://registry.npmjs.org/zod/-/zod-4.3.6.tgz","MIT"
